TABELA: DB2DPR.TRM
TS....: S1DPR001
========================================================================
:Todos os termos Natureza
COMUNICACAO                   CMCO |N
COMUNICACAO COM O USUARIO     CMUS |N
COMUNICADO                    CMND |N
COMUNICADO ARREMATE EM LEILAO CAL  |N
COMUNICAR                     CMCR |N
COMUNIDADE                    CMDD |N
CONAB                         CONB |N
CONCATENACAO                  CCA  |N
CONCATENAR                    CCAR |N
CONCEDER                           |N
CONCEDIDO                          |N
CONCEITO                      CONC |N
CONCENTRACAO                  CCN  |N
CONCENTRADO                   CCND |N
CONCESSAO                     CON  |N
CONCESSIONARIO                CONR |N
CONCILIACAO                   CCL  |N
CONCILIADO                    CCLD |N
CONCILIAR                     CCLR |N
CONCLUIDO                          |N
CONCLUSAO                          |N
CONCOMITANTE                       |N
CONCORDANCIA                  CCDC |N
CONCORDATA                    CCDT |N
CONCORDATARIO                 CCDR |N
CONCORRENCIA                  CCR  |N
CONCORRENTE                   CCRT |N
CONCORRER                     CCRR |N
CONCURSO                      CCS  |N
CONDENACAO                    CNN  |N
CONDENAR                      CNNR |N
CONDICAO                      CND  |N
CONDICIONAL                   CNDL |N
CONDOMINIO                    CNDM |N
CONDUCAO                      CDU  |N
CONDUTOR                      CDTR |N
CONECTAR                      CECR |N
CONECTOR                      CEC  |N
CONEF                         CONF |N
CONEXAO                       CNXO |N
CONFAZ                        CNFZ |N
CONFECCAO                     CFCC |N
CONFEDERACAO NACIONAL BANCOS  CNAB |N
CONFERENCIA                   CFN  |N
CONFERIDO                     CNFD |N
CONFESSO                      CFSO |N
CONFIDENCIAL                  CFDL |N
CONFIDENCIALIDADE             CFDD |N
CONFIGURACAO                  CFG  |N
CONFIRMACAO                   CNFC |N
CONFIRMADO                    CNFO |N
CONFIRMAR                     CNF  |N
CONFISSAO                     CFS  |N
CONFLITO                      CFL  |N
CONFORMIDADE                  CFMD |N
CONFRONTACAO                  CFR  |N
CONFRONTADO                   CFTD |N
CONFRONTAR                    CNFR |N
CONFRONTO                     CFT  |N
CONGELADO                     CNGL |N
CONGELAMENTO                       |N
CONHECER                      CNHR |N
CONHECIDO                     CNHD |N
CONHECIMENTO                  CNH  |N
CONJUGE                       	 |N
CONJUNTO                      CJT  |N
CONJUNTURA ECONOMICA          CECN |N
CONSECUTIVO                   CSCV |N
CONSELHO                      CNSL |N
CONSELHO REG DE ENGENHARIA         |N
CONSELHO REGIONAL DE MEDICINA      |N
CONSEQUENCIA                       |N
CONSERVACAO                   CSV  |N
CONSIGNACAO                   CGN  |N
CONSISTENCIA                  CNST |N
CONSOLIDACAO                  CNSO |N
CONSOLIDACAO LEIS TRABALHISTASCLT  |N
CONSOLIDADO                   CNSD |N
CONSOLIDAR                    CNSR |N
CONSORCIADO                   CSRD |N
CONSORCIO                     CSR  |N
CONSTANTE                     K    |N
CONSTITUICAO                       |N
CONSTRUCAO                    CNSC |N1
CONSULTA                           |N
CONSULTADO                         |N
CONSULTAR                     CSTR |N
CONSULTOR                     CSLR |N
CONSUMIDO                     CSMD |N
CONSUMIDOR                    CSMO |N
CONSUMIR                      CSMR |N
CONSUMIVEL                    CSMV |N
CONSUMO                       CSM  |N
CONTA                         CT   |N
CONTA CORRENTE                CC   |N
CONTABIL                      CTB  |N
CONTABILIDADE                 CTBE |N
CONTABILIZACAO                CTBC |N
CONTABILIZADO                 CTBD |N
CONTABILIZAR                  CTBZ |N
CONTADOR                      CNT  |N
CONTAGEM                      CTG  |N
CONTAINER                     CTNR |N
CONTATO                       CTT  |N
CONTENTAMENTO                      |N
CONTESTACAO                   CTA  |N
CONTEUDO                      CTU  |N
CONTEXTO                      CTX  |N
CONTINGENCIA                  CNG  |N
CONTINGENCIADO                CNGD |N
CONTINUACAO                   CTNC |N
CONTINUAR                     CTN  |N
CONTINUIDADE                  CTND |N
CONTINUO                      CTNO |N
CONTRA                        CRA  |N
CONTRA ORDEM                  CORD |N
CONTRACARGO                   CCRG |N
CONTRACHEQUE                  CCHQ |N
CONTRAPARCELA                 CPCL |N
CONTRAPARTE                   CPTE |N
CONTRAPARTIDA                 CNPT |N
CONTRAPRESTACAO               CTPT |N
CONTRAPROPOSTA                CPRP |N
CONTRARIO                     CRO  |N
CONTRATACAO                   CTRC |N
CONTRATADO                    CTRD |N
CONTRATANTE                   CTRT |N
CONTRATAR                     CTRR |N
CONTRATO                      CTR  |N
CONTRATUAL                    CTRL |N
CONTRIB PROV MOVIM FINANCEIRA CPMF |N
CONTRIB SOCIAL S/LUCRO LIQUIDOCSLL |N
CONTRIBUICAO                  COT  |N
CONTRIBUINTE                  CTRE |N
CONTROL VARIABLE              CV   |N
CONTROLADO                    CTLD |N
CONTROLADOR                   CTLR |N
CONTROLAR                     CRLR |N
CONTROLE                      CTL  |N
CONVENENTE                    CVNT |N
CONVENIADO                    CVND |N
CONVENIENCIA                       |N
CONVENIENTE                        |N
CONVENIO                      CVN  |N
CONVERSACAO                        |N
CONVERSAO                     CNV  |N
CONVERSOR                     CNVR |N
CONVERTIDO                    CNVD |N
CONVES                        CONV |N
CONVIDADO                          |N
CONVIDAR                           |N
CONVITE                       CNVT |N
CONVOCACAO                    CVC  |N
CONVOCADO                     CVCD |N
CONVOCAR                      CVCR |N
COOBRIGACAO                   COBG |N
COOBRIGADO                    COBD |N
COOPERACAO                    COOP |N
COOPERADO                     COOD |N
COOPERATIVA                   COO  |N
COORDENACAO                   CDN  |N
COORDENADA                    CDNA |N
COORDENADOR                   CDND |N
COORDENAR                     CDNR |N
COPIA                         COP  |N
COPIADO                       COPD |N
COR                           COR  |N
CORDIAL                       CODL |N
CORDIALIDADE                  COD  |N
CORPORATE                          |N
CORPORATIVO                   CPTV |N
CORRECAO                           |N
CORRECAO MONETARIA            CM   |N
CORREIO                            |N
CORREIO ELETRONICO                 |N
CORRELACAO                    CRLC |N
CORRENTE                      CRR  |N
CORRENTISTA                   CRRT |N
CORRESPONDENCIA               CRSD |N
CORRESPONDENTE                CRS  |N
CORRETAGEM                    CRE  |N
CORRETO                            |N
CORRETOR                      CRET |N
CORRETORA                     CRRA |N
CORRIDO                       CRRD |N
CORRIGIDO                     CRGD |N
CORTAR                        CRTR |N
COSIF                         COSF |N
COTA                          COTA |N
COTACAO                       CTC  |N
COTADO                        CTD  |N
COTISTA                       COTT |N
CPF                           CPF  |N
CPI                           CPI  |N
CPMF                               |N
CPU                                |N
CREA                          CREA |N
CRECHE                        CCHE |N
CREDENCIAL                    CRDL |N
CREDENCIAMENTO                CRMT |N
CREDIT SCORING                CRSC |N
CREDITADO                     CRDD |N
CREDITO                       CRD  |N
CREDITO DIRETO AO CONSUMIDOR  CDC  |N
CREDITO EM LIQUIDACAO         CL   |N
CREDITORIO                    CRDT |N
CREDOR                        CRDR |N
CREMALHEIRA                   CRMA |N
CRESCENTE                          |N
CRESCIMENTO                        |N
CRIA                          CRIA |N
CRIACAO                       CRIC |N
CRIADO                        CRID |N
CRIADOR                       CRIO |N
CRIAR                         CRIR |N
CRIATIVIDADE                  CRI  |N
CRIPTOGRAFIA                  CRP  |N
CRIPTOGRAMA                        |N
CRISE                         CRSE |N
CRITERIO                      CRIT |N
CRITICIDADE                   CRTC |N
CRITICO                       CTO  |N
CRM                           CRM  |N
CRONOGRAMA                    CRNG |N
CRUZADO                       CRZD |N
CSLL                               |N
CTPS                               |N
CULTIVO                       CLTV |N
CULTURA                       CLTR |N
CULTURAL                      CLTL |N
CUMPRIMENTO                   CPM  |N
CUPOM                         CUPM |N
CURRICULO                     CUR  |N
CURSO                         CSO  |N
CURTO PRAZO                   CTPZ |N
CURVA                         CRV  |N
CURVO                         CRVO |N
CUSTEADO                      CUTD |N
CUSTEAMENTO                        |N
CUSTEAR                       CTER |N
CUSTEIO                       CTE  |N
CUSTO                         CST  |N
CUSTO EFETIVO TOTAL           CET  |N
CUSTODIA                      CTDA |N
CUSTODIADO                    CSTO |N
CUSTODIANTE                   CSTD |N
CUSTOMER INFORM CONTROL SYSTEMCICS |N
CUSTOMIZACAO                       |N
CUSTOMIZADO                        |N
CVM                                |N
DAC                           DAC  |N
DACAO                         DCAO |N
DADO                          DADO |N
DANIFICADO                    DAND |N
DANO                          DAN  |N
DARF                               |N
DATA                          DT   |S <-- NATUREZA
DATA CLASS                    DTCL |N
DATA DEFINITION LANGUAGE      DDL  |N
DATA MART                     DM   |N
DATA SET                      DTST |N
DATA SET NAME                 DSN  |N
DATA WAREHOUSE                DW   |N
DATALINK CONNECTION IDENTIFIERDLCI |N
DBID                          DBID |N
DB2                           DB2  |N
DCTF                               |N
DDD                                |N
DDI                                |N
DDL                                |N
DDNAME                        DDNM |N
DEBATE                        DBT  |N
DEBENTURE                     DBTR |N
DEBITADO                      DEBD |N
DEBITAR                       DEBT |N
DEBITO                        DEB  |N
DECENDIO                      DCND |N
DECIDIDO                           |N
DECIDIR                            |N
DECIMAL                       DCML |N
DECIMO                        DCMO |N
DECIMO DE SEGUNDO             DCSG |N
DECIMO TERCEIRO SALARIO       DTSL |N
DECISAO                       DCS  |N
DECISORIO                     DCSO |N
DECLARACAO                    DCL  |N
DECLARACAO TRIBUTOS FEDERAIS  DCTF |N
DECLARADO                     DCLD |N
DECLARANTE                    DCLT |N
DECOMPOSICAO                  DCMP |N
DECORRIDO                          |N
DEDUCAO                       DDC  |N
DEDUTIVEL                     DDTV |N
DEDUZIDO                      DDZD |N
DEFAULT                       DFLT |N
DEFEITO                       DFT  |N
DEFERIDO                           |N
DEFERIDOR                          |N
DEFERIMENTO                        |N
DEFERIR                            |N
DEFICIENCIA                   DFC  |N
DEFINICAO                     DFNC |N
DEFINIDO                      DFND |N
DEFINIDOR                     DFNR |N
DEFINIR                       DFN  |N
DEFINITIVO                    DFNT |N
DEFLACAO                      DFL  |N
DEGRAU TARIFARIO              DTRF |N
DEL-CREDERE                   DELC |N
DELECAO                            |N
DELEGACAO                     DLG  |N
DELEGAR                       DLGR |N
DELETADO                           |N
DELIBERACAO                   DLBC |N
DELIBERADO                    DLBD |N
DELIBERAR                     DLBR |N
DELIMITADO                         |N
DELIMITADOR                        |N
DELIMITAR                          |N
DEMANDA                       DMD  |N
DEMANDADO                     DMDD |N
DEMANDADOR                         |N
DEMANDANTE                    DMDE |N
DEMARCADO                          |N
DEMARCAR                           |N
DEMISSAO                      DEM  |N
DEMITIR                       DEMR |N
DEMOGRAFICO                   DMGC |N
DEMONSTRATIVO                 DMTV |N
DEMONSTRATIVO DE LIMITES OPR  DLO  |N
DENOMINADOR                   DNMR |N
DENTRO                        DNTR |N
DENUNCIA                      DNC  |N
DENUNCIAR                     DNCR |N
DEPENDENCIA                   DEPE |N
DEPENDENTE                    DPTE |N
DEPOIS                             |N
DEPOSITADO                    DEPD |N
DEPOSITANTE                   DEPS |N
DEPOSITAR                     DPST |N
DEPOSITARIO                   DEPR |N
DEPOSITO                      DEP  |N
DEPOSITO A PRAZO              DEPZ |N
DEPOSITO A VISTA              DEPV |N
DEPOSITO COMPULSORIO          DEPC |N
DEPRECIACAO                        |N
DEPURACAO                     DPR  |N
DERIVACAO                     DRV  |N
DERIVADO                      DRVD |N
DERIVATIVO                    DVTV |N
DESABILITACAO                 DHBL |N
DESACORDO                          |N
DESAFIO                       DSF  |N
DESAGIO                       DGIO |N
DESAPLICACAO                  DAPL |N
DESATIVACAO                   DTVC |N
DESATIVADO                    DSTV |N
DESATIVAR                     DSVR |N
DESBLOQUEAR                   DBQR |N
DESBLOQUEIO                   DBLQ |N
DESCANSO                      DESC |N
DESCANSO SEMANAL REMUNERADO        |N
DESCARBONAR                   DCB  |N
DESCARTADO                         |N
DESCARTAR                          |N
DESCARTE                           |N
DESCLASSIFICACAO              DSCL |N
DESCLASSIFICADO               DSCF |N
DESCLASSIFICAVEL              DSCV |N
DESCOMPACTACAO                DCPC |N
DESCONTADO                    DSCD |N
DESCONTO                      DSC  |N
DESCRICAO                     DCR  |N
DESCRITOR                     DCRR |N
DESCUMPRIMENTO                DSCP |N
DESDOBRAMENTO                 DDBT |N
DESDOBRAMENTO RUBRICA CONTABILDTRC |N
DESEJADO                           |N
DESEJAR                       DSJR |N
DESEMBARQUE                   DBQE |N
DESEMBOLSADO                  DBSD |N
DESEMBOLSADOR                 DBSR |N
DESEMBOLSAR                   DBSA |N
DESEMBOLSAVEL                 DBSL |N
DESEMBOLSO                    DBS  |N
DESEMPENHO                    DSMP |N
DESEMPREGO                    DEMP |N
DESENHAR                      DSNH |N
DESENVOLVEDOR                 DESD |N
DESENVOLVER                   DES  |N
DESENVOLVIMENTO               DESM |N
DESFAZER                      DSFZ |N
DESIGNACAO                         |N
DESIGUAL                           |N
DESIMOBILIZACAO               DIMB |N
DESIMPEDIMENTO                DMPT |N
DESISTENCIA                   DSTA |N
DESLIGADO                     DSGD |N
DESLIGAMENTO                  DSG  |N
DESLIGAR                      DSGR |N
DESLOCAMENTO                  DESL |N
DESMEMBRADO                   DMBD |N
DESNIVEL                      DNVL |N
DESONERACAO                        |N
DESPACHO                      DPC  |N
DESPESA                       DSP  |N
DESTACAR                      DSCR |N
DESTAQUE                      DTQ  |N
DESTINACAO                    DTNC |N
DESTINATARIO                  DSTR |N
DESTINO                       DST  |N
DESTRUICAO                    DSTC |N
DESTRUIR                      DTRU |N
DESVALORIZACAO                DVLZ |N
DESVANTAGEM                   DVTG |N
DESVINCULACAO                      |N
DESVINCULAR                   DSVN |N
DESVIO                        DSV  |N
DESVIO PADRAO                 DPDR |N
DETALHADO                     DETD |N
DETALHAMENTO                  DETT |N
DETALHAR                      DTLH |N
DETALHE                       DET  |N
DETECTADO                     DTCD |N
DETENTOR                      DTTR |N
DETERMINACAO                  DTM  |N
DETERMINADO                   DTD  |N
DETERMINADOR                       |N
DETERMINANTE                  DTMT |N
DETERMINAR                    DTMR |N
DEVEDOR                       DVDR |N
DEVICE                        DVCE |N
DEVIDO                        DVDD |N
DEVOLUCAO                     DVLC |N
DEVOLVER                      DVLR |N
DEVOLVIDO                     DLVD |N
DEZEMBRO                      DEZB |N
DHCP                          DHCP |N
DIA                           DD   |S <-- NATUREZA
DIAGNOSTICADO                 DGND |N
DIAGNOSTICO                   DGN  |N
DIARIA                        DRIA |N
DIARIO                        DIAR |N
DIARIO OFICIAL DA UNIAO       DOU  |N
DIDATICA                      DDCA |N
DIDATICO                      DDCO |N
DIFERENCA                     DFRC |N
DIFERENCIAL                   DFRL |N
DIFERENTE                     DFRT |N
DIFERIDO                      DIFD |N
DIFERIMENTO                   DFMT |N
DIFERIR                       DIFR |N
DIFICIL                       DFCL |N
DIGITACAO                     DGTC |N
DIGITADO                      DGTD |N
DIGITADOR                     DGTR |N
DIGITAL                       DGTL |N
DIGITAL AUDIO TAPE            DAT  |N
DIGITALIZACAO                 DGZ  |N
DIGITALIZADO                  DGZD |N
DIGITALIZAR                   DGZR |N
DIGITAR                       DGT  |N
DIGITAVEL                     DGTV |N
DIGITO                        DGTO |N
DIGITO VERIFICADOR            DV   |S <-- NATUREZA
DILACERADO                         |N
DILIGENCIA                    DLGC |N
DILUIDO                       DLDO |N
DILUIR                        DLIR |N
DIMENSAO                      DIM  |N
DIMINUICAO                         |N
DIMINUIDO                          |N
DINAMICO                      DNMC |N
DINHEIRO                      DNH  |N
DIRECIONADOR                  DRCR |N
DIRECIONAMENTO                     |N
DIREITO                       DRT  |N
DIRETO                        DIR  |N
DIRETORIA                     DRTA |N
DIRETORIO                     DRET |N
DIRETORIO NACIONAL ENDERECOS  DNE  |N
DIRETRIZ                      DTZ  |N
DIRF                          DIRF |N
DIRIGENTE                          |N
DIRIGIDO                      DRGD |N
DISCAGEM DIRETA A DISTANCIA   DDD  |N
DISCAGEM DIRETA INTERNACIONAL DDI  |N
DISCIPLINA                    DCP  |N
DISCIPLINAR                   DCPR |N
DISCO                         DCO  |N
DISCORDANCIA                  DCDC |N
DISCREPANCIA                       |N
DISCRETO                      DCRT |N
DISCUSSAO                          |N
DISPENDIO                          |N
DISPENSA                      DPS  |N
DISPONIBILIDADE               DSPB |N
DISPONIBILIZADO               DSPD |N
DISPONIBILIZADOR                   |N
DISPONIBILIZAR                DSPR |N
DISPONIVEL                    DSPN |N
DISPOR                        DIPR |N
DISPOSITIVO                   DSVO |N
DISPOSITIVO DE ENTRADA E SAIDADSIO |N
DISPOSITIVO LEGAL             DSLG |N
DISPUTA                       DSPT |N
DISSEMINAR                    DSMR |N
DISSENSAO                          |N
DISSIDENCIA                   DSS  |N
DISSIDIO                           |N
DISTANCIA                          |N
DISTINCAO                          |N
DISTINTO                           |N
DISTRIBUICAO                  DIST |N
DISTRIBUIDO                   DSTD |N
DISTRIBUIDOR                  DISR |N
DISTRIBUIR                    DSTB |N
DISTRITO                      DSTT |N
DIURNO                        DRNO |N
DIVERGENCIA                   DVGA |N
DIVERSO                       DIV  |N
DIVIDA                        DVD  |N
DIVIDENDO                     DIVD |N
DIVIDIR                       DVIR |N
DIVISAO                       DVS  |N
DIVISAO DE PRCT E TELEMATICA  DPT  |N
DIVISOR                       DVSR |N
DIVISORIO                          |N
DIVULGACAO                    DVGC |N
DIVULGADO                     DVGD |N
DIVULGADOR                    DVGR |N
DIVULGAR                      DVG  |N
DLCI                               |N
DLO                                |N
DM                                 |N
DNE                                |N
DOACAO                        DOA  |N
DOADO                         DOAD |N
DOADOR                        DOAR |N
DOC ARRECAD RECEITAS FEDERAIS DARF |N
DOCUMENTACAO                  DOCC |N
DOCUMENTAR                    DCMT |N
DOCUMENTARIO                  DOCR |N
DOCUMENTO                     DOC  |N
DOCUMENTO ACERTO DIFERENCA    DAD  |N
DOCUMENTO TRANSF ENTRE CONTAS DDOC |N
DOENCA                        DNCA |N
DOIS                          DOIS |N
DOLAR                         USD  |N
DOMAIN NAME SERVER            DNS  |N
DOMICILIAR                    DMCL |N
DOMICILIO                          |N
DOMINGO                       DMG  |N
DOMINIO                       DOM  |N
DONO                               |N
DORMITORIO                    DMRO |N
DOSSIE                        DSIE |N
DOTACAO                       DOTC |N
DOUTORADO                     DRDO |N
DOWNLOAD                      DLOD |N
DRENAGEM                      DREG |N
DRIVE                         DRIV |N
DSNAME                             |N
DSR                           DSR  |N
DTVM                               |N
DUMP                          DUMP |N
DUPLICADO                          |N
DUPLICATA                     DPCT |N
DUPLICIDADE                   DPCD |N
DUPLO                         DUPL |N
DURACAO                       DRCO |N
DURANTE                       DRNT |N
DUTO                          DUTO |N
DUVIDOSO                      DUVS |N
DV                                 |N
DW                                 |N
EASYTRIEVE                    ESYT |N
EBCDIC                        EBDC |N
ECLUSA                        ECLA |N
ECOEFICIENCIA                 ECEF |N
ECONOMIA                      ECN  |N
ECONOMICO                     ECNC |N
ECT                                |N
EDICAO                        EDCO |N
EDIFICACAO                         |N
EDITAL                        EDT  |N
EDITAR                        EDTR |N
EDITORA                       EDTA |N
EDUCACAO                      EDC  |N
EDUCADOR                           |N
EDUCAR                        EDCR |N
EFEITO                        EFE  |N
EFETIVACAO                    EFTC |N
EFETIVADO                     EFTD |N
EFETIVO                       EFT  |N
EIXO                          EIXO |N
ELABORACAO                    ELBC |N
ELABORADO                     ELBD |N
ELABORAR                      ELB  |N
ELECTRONIC DATA INTERCHANGE   EDI  |N
ELEICAO                       ELEC |N
ELEITORAL                     ELTL |N
ELEMENTAR                          |N
ELEMENTO                      ELM  |N
ELETIVO                       ELEV |N
ELETRICIDADE                  ELT  |N
ELETRICO                      ELTC |N
ELETRIFICADO                  ELTF |N
ELETRONICA                    ELET |N
ELETRONICO                    ETN  |N
ELEVACAO                           |N
ELEVADO                       ELV  |N
ELEVAR                        ELVR |N
ELIMINACAO                         |N
ELIMINADO                          |N
ELIMINAR                           |N
ELO                           ELO  |N
EM SER                             |N
EMAIL                         EMAI |N
EMBALAGEM                     EBGM |N
EMBARCACAO                    EBC  |N
EMBARCADO                     EBCD |N
EMBARCADOR                    EMRR |N
EMBARCAR                      EBCR |N
EMBARQUE                      EMR  |N
EMBOLSADO                     EBSD |N
EMBOLSADOR                    EBSR |N
EMBOLSAR                      EBSA |N
EMBOLSO                       EBS  |N
EMBOSSADO                     EMBD |N
EMBOSSAMENTO                  EMBT |N
EMBRATEL                      EMBR |N
EMENDA                        EMND |N
EMENDA LEGISLATIVA            EMLG |N
EMERGENCIAL                        |N
EMISSAO                       EMS  |N
EMISSOR                            |N
EMITENTE                      EMT  |N
EMITIDO                       EMTD |N
EMITIR                        EMTR |N
EMOLUMENTO                    EMOL |N
EMP BRAS CORREIOS TELEGRAFOS  ECT  |N
EMPACOTAR                     ECTR |N
EMPENHO                       EPN  |N
EMPLACAMENTO                  EPLC |N
EMPREENDEDOR                  EPRR |N
EMPREENDIMENTO                EPRD |N
EMPREGADO                          |N
EMPREGADOR                    EPGR |N
EMPREGATICIO                  EPGC |N
EMPREGO                       EMP  |N
EMPRESA                            |N
EMPRESA BRAS TELECOMUNICACAO       |N
EMPRESARIAL                   EPRL |N
EMPRESTADO                    EPTD |N
EMPRESTIMO                    EPTM |N
EMPRESTIMO DO GOVERNO FEDERAL EGF  |N
ENCADEAMENTO                       |N
ENCADEAR                           |N
ENCADERNAR                    ENDR |N
ENCAIXE                       ECXE |N
ENCAMINHADOR                  ECMR |N
ENCAMINHAMENTO                ECMT |N
ENCARGO                       ENCG |N
ENCARTEIRADO                  ENCO |N
ENCARTEIRAMENTO               ENCT |N
ENCARTEIRAR                   ENCR |N
ENCERRADO                     ECRD |N
ENCERRAMENTO                  ECR  |N
ENCERRAR                      ECRR |N
ENCOMENDAR                    ECDR |N
ENDERECAR                     EDER |N
ENDERECO                      END  |N
ENDIVIDAMENTO                 EDV  |N
ENDIVIDAR                     EDVR |N
ENDOSSAR                      EDSR |N
ENDOSSO                       EDS  |N
ENERGETICO                    ENGC |N
ENERGIA                       ENG  |N
ENFASE                             |N
ENFOQUE                       EFQ  |N
ENGENHARIA                    ENGN |N
ENQUADRADO                    ENQD |N
ENQUADRAMENTO                 ENQ  |N
ENQUETE                       EQT  |N
ENRIQUECIMENTO                ENRQ |N
ENSEJO                             |N
ENSINO                        ENSN |N
ENTE FEDERADO                      |N
ENTE FEDERATIVO               ENTF |N
ENTENDER                      ETDR |N
ENTIDADE                      ENT  |N
ENTRADA                       ENTD |N
ENTRAR                        ENTR |N
ENTREGA                       ETGA |N
ENTREGAR                      ETGR |N
ENTREGUE                      ETGE |N
ENTRERPRISE NETWORK SOLUTION  ENS  |N
ENTREVISTA                    ETV  |N
ENTREVISTADOR                 ETVO |N
ENTREVISTAR                   ETVR |N
ENTRONCAMENTO                 ENTM |N
ENVELOPE                      ENVP |N
ENVIADO                       ENV  |N
ENVIAR                        ENVR |N
ENVIO                         ENVO |N
ENVOLVIDO                          |N
ENXOVAL                       ENXV |N
EPOCA                         EPCA |N
EQUALIZACAO                   EQZC |N
EQUALIZAVEL                   EQZV |N
EQUILIBRIO                    EQL  |N
EQUIPAMENTO                   EQPO |N
EQUIPE                        EQP  |N
EQUIVALENCIA                  EQV  |N
ERRO                          ERRO |N
ESCALA                        ESCL |N
ESCALAO                            |N
ESCALONAMENTO                      |N
ESCANINHO                     ESCN |N
ESCLARECIMENTO                ESCM |N
ESCOLA                        ECL  |N
ESCOLAR                       ECLR |N
ESCOLARIDADE                  ECLD |N
ESCOLHA                            |N
ESCOLHER                           |N
ESCOLHIDO                          |N
ESCOPO                        ECP  |N
ESCRITURACAO                       |N
ESCRITURAL                    ESL  |N
ESCRITURAR                         |N
ESCUDO                        ECDO |N
ESOCIAL                       ESOL |N
ESPACIAL                      ESPA |N
ESPACO                        ESP  |N
ESPECIAL                      ESPL |N
ESPECIALIDADE                 ESPD |N
ESPECIALISTA                  ESPS |N
ESPECIALIZACAO                EPCL |N
ESPECIE                       ESPC |N
ESPECIFICACAO                 EPC  |N
ESPECIFICAR                   EPCR |N
ESPECIFICO                    ESPO |N
ESPERA                        EPR  |N
ESPERADO                      EPRO |N
ESPIRITO                      ESPT |N
ESPORADICO                         |N
ESPORTE                       ESPR |N
ESQUERDO                      ESQ  |N
ESTABELECER                   EBLR |N
ESTABELECIDO                  ETBL |N
ESTABELECIMENTO                    |N
ESTACAO                       ESTO |N
ESTACIONAMENTO                ETMT |N
ESTADO                        EST  |N
ESTADUAL                           |N
ESTAGIARIO                    ESGO |N
ESTAGIO                       ESG  |N
ESTANTE                       ESNT |N
ESTATICO                      ETTO |N
ESTATISTICA                   ETTC |N
ESTATUTARIO                   ETTR |N
ESTBAN                        ESTB |N
ESTE                               |N
ESTFIN                        ESTF |N
ESTIMADO                           |N
ESTIMAR                            |N
ESTIMATIVA                    ESTV |N
ESTIMULADO                         |N
ESTIMULO                           |N
ESTIPULANTE                   ETLE |N
ESTOCAVEL                     ETVL |N
ESTOQUE                       ETO  |N
ESTORNADO                     ESTD |N
ESTORNAR                      ESTR |N
ESTORNO                       ESTN |N
ESTRANGEIRO                   ETG  |N
ESTRATEGIA                    ESTT |N
ESTRATEGICO                   ESTG |N
ESTRUTURA                     ETR  |N
ESTRUTURACAO                  ETRO |N
ESTRUTURADO                   ETRD |N
ESTUDANTIL                    ETDL |N
ETAPA                         ETP  |N
ETARIA                        ETAR |N
ETICO                         ETCO |N
ETIQUETA                      ETQ  |N
EURO                          EUR  |N
EUROPEU                       EURO |N
EVENTO                        EVT  |N
EVENTUAL                      EVTL |N
EVIDENCIA                     EVD  |N
EVOLUCAO                      EVLC |N
EXAME                         EXM  |N
EXAMINAR                      EXMR |N
EXCECAO                       EXCO |N
EXCEDENTE                          |N
EXCEDIDO                      EXDD |N
EXCELENCIA                    EXL  |N
EXCELENTE                     EXLT |N
EXCESSO                       EXC  |N
EXCETO                        EXCE |N
EXCLUIDO                      EXCD |N
EXCLUIR                       EXCR |N
EXCLUSAO                      EXCL |N
EXCLUSIVAMENTE                     |N
EXCLUSIVO                     EXCS |N
EXECUCAO                      EXEA |N
EXECUTADO                     EXCT |N
EXECUTANTE                    EXEC |N
EXECUTAR                      EXAR |N
EXECUTIVO                     EXCV |N
EXECUTOR                           |N
EXEMPLAR                      EXPL |N
EXERCICIO                     EXCC |N
EXERCITO                      EXRC |N
EXIBICAO                      EXB  |N
EXIBIR                        EXBR |N
EXIGENCIA                     EXG  |N
EXIGIBILIDADE                 EXGD |N
EXIGIDO                       EXGO |N
EXIGIR                        EXGR |N
EXIGIVEL                      EXGL |N
EXILADO                            |N
EXISTENCIA                    EXT  |N
EXISTENTE                     EXTT |N
EXITO                         EXI  |N
EXONERACAO                         |N
EXONERAR                           |N
EXPANSAO                      EXPN |N
EXPATRIADO                    EPDO |N
EXPEDICAO                     EXD  |N
EXPEDIDO                           |N
EXPEDIDOR                     EXDR |N
EXPEDIENTE                    EXDT |N
EXPEDIR                       EXPD |N
EXPERIENCIA                   EXR  |N
EXPERIENTE                    EXRT |N
EXPERIMENTAL                  EXRM |N
EXPIRACAO                     EXPC |N
EXPLICACAO                         |N
EXPLICADO                          |N
EXPLICAR                           |N
EXPLORACAO                    EPL  |N
EXPLORADO                     EPLD |N
EXPOENTE                      EXPT |N
EXPORTACAO                    EXP  |N
EXPORTADOR                    EXPR |N
EXPOSICAO                     EXPO |N
EXPRESSO                      EXPS |N
EXPURGADO                          |N
EXPURGAR                           |N
EXPURGO                            |N
EXTENSAO                      ETS  |N
EXTENSIBILIDADE               ETSD |N
EXTENSO                       ETSO |N
EXTERIOR                      EXTR |N
EXTERNO                       EXNO |N
EXTINCAO                      EXNC |N
EXTINTO                       EXN  |N
EXTINTOR                      EXNT |N
EXTRA                         EXTA |N
EXTRACAIXA                    EXCX |N
EXTRACAO                      EXTC |N
EXTRAMERCADO                  ETMC |N
EXTRAORDINARIO                     |N
EXTRAPOLACAO                  EXTL |N
EXTRATO                       EXTO |N
EXTRAVIADO                    EXVD |N
EXTREMO                            |N
FABRICACAO                         |N
